,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
3345,,Feature,Santa Monica,Santa Monica,California,-118.497412761,34.0105270186,1,http://mw2.google.com/mw-panoramio/photos/small/27181135.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,LOS ANGELES,False
3346,,Feature,Venice Beach,Santa Monica,California,-118.474393128,33.9871308654,2,http://mw2.google.com/mw-panoramio/photos/small/7711289.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3347,15 min to 1.5 hr,Feature,Santa Monica Pier,Santa Monica,California,-118.498735682,34.008184359,3,http://mw2.google.com/mw-panoramio/photos/small/49133338.jpg,4.0,11164.0,4.0,No,1-2 hours,Historic Walking Areas,90.0,30,60.0,120.0,90.0,30,LOS ANGELES,False
3348,25 min to 1 hr,Feature,Under the Pier,Santa Monica,California,-118.498006003,34.0086362927,4,http://mw2.google.com/mw-panoramio/photos/small/11410472.jpg,,,,None,None,None,60.0,30,None,None,60.0,30,LOS ANGELES,False
3349,1.5 hours,Feature,Pacific Park,Santa Monica,California,-118.497987621,34.0085604264,5,http://mw2.google.com/mw-panoramio/photos/small/14297650.jpg,4.0,657.0,7.0,No,2-3 hours,Theme Parks,90.0,45.0,120.0,180.0,90.0,45.0,LOS ANGELES,True
3350,20 min to 1.5 hr,Feature,Third Street Promenade,Santa Monica,California,-118.496623329,34.0160781617,6,http://mw2.google.com/mw-panoramio/photos/small/70040282.jpg,4.5,4404.0,3.0,No,15 min,Shopping Malls,90.0,30,15,15,90.0,30,LOS ANGELES,False
3351,,Feature,Venice Pier,Santa Monica,California,-118.46797184,33.9783944101,7,http://mw2.google.com/mw-panoramio/photos/small/14168294.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3352,,Feature,Ferris Wheel,Santa Monica,California,-118.497912815,34.0082970165,8,http://mw2.google.com/mw-panoramio/photos/small/49658868.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3353,,Feature,Ocean Avenue,Santa Monica,California,-118.499277445,34.0149563856,9,http://mw2.google.com/mw-panoramio/photos/small/6975040.jpg,4.5,500.0,5.0,No,15 min,Historic Walking Areas,None,None,15,15,15.0,15,LOS ANGELES,False
3354,15 min to 1 hr,Feature,Muscle Beach,Santa Monica,California,-118.472721459,33.985606028,10,http://mw2.google.com/mw-panoramio/photos/small/356345.jpg,,,,None,None,None,60.0,30,None,None,60.0,30,LOS ANGELES,False
3355,,Feature,End of Route 66,Santa Monica,California,-118.497215646,34.0094979938,11,http://mw2.google.com/mw-panoramio/photos/small/63436020.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3356,,Feature,Canal,Santa Monica,California,-118.466267253,33.9837349002,12,http://mw2.google.com/mw-panoramio/photos/small/61953135.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3357,,Feature,Bubba Gump,Santa Monica,California,-118.497133478,34.0096679544,13,http://mw2.google.com/mw-panoramio/photos/small/63840375.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3358,,Feature,Skateboarder,Santa Monica,California,-118.475151784,33.9872822336,14,https://farm8.staticflickr.com/7003/6682233457_78be888f1d_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3359,,Feature,Roller Coaster,Santa Monica,California,-118.49774545,34.0085367007,15,http://mw2.google.com/mw-panoramio/photos/small/38750532.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3360,,Feature,Palisades Park,Santa Monica,California,-118.498050971,34.0135658251,16,http://mw2.google.com/mw-panoramio/photos/small/99097228.jpg,4.5,399.0,6.0,No,15 min,Nature & Parks,None,None,30,60,60.0,30,LOS ANGELES,False
3361,,Feature,Hot Dog on a Stick,Santa Monica,California,-118.495136188,34.0098148751,17,http://mw2.google.com/mw-panoramio/photos/small/19951985.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3362,,Feature,Ocean Front Walk,Santa Monica,California,-118.474254906,33.9876745157,18,http://mw2.google.com/mw-panoramio/photos/small/53859186.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3363,,Feature,Santa Monica California,Santa Monica,California,-118.497376438,34.0094221991,19,http://mw2.google.com/mw-panoramio/photos/small/91477996.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3364,,Feature,The Georgian Hotel,Santa Monica,California,-118.497363714,34.0136958572,20,http://mw2.google.com/mw-panoramio/photos/small/43259745.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3365,,Feature,Chez Jay,Santa Monica,California,-118.493446601,34.0103483207,21,http://mw2.google.com/mw-panoramio/photos/small/35522335.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
3366,,Feature,VICTOR VALLEY TRANSIT,Hesperia,California,-117.290993825,34.4250944075,1,,,,,None,None,None,None,None,None,None,15.0,15,SAN BERNARDINO,False
3367,,Feature,Highway 138 at Cajon Summit,Hesperia,California,-117.427864004,34.3256596425,2,http://mw2.google.com/mw-panoramio/photos/small/61609282.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN BERNARDINO,False
3368,,Feature,Celebration Park,Allen,Texas,-96.6243453333,33.1075871083,1,http://mw2.google.com/mw-panoramio/photos/small/84588843.jpg,5.0,25.0,5.0,No,1-2 hours,Biking Trails,None,None,60.0,120.0,120.0,60.0,COLLIN,False
3369,,Feature,Hoblitzelle Park,Allen,Texas,-96.7179452544,33.0774605739,2,http://mw2.google.com/mw-panoramio/photos/small/97563577.jpg,,,,None,None,None,None,None,None,None,45.0,30,COLLIN,False
3370,,Feature,Allen Eagles Stadium,Allen,Texas,-96.6577939722,33.1149506418,3,http://mw2.google.com/mw-panoramio/photos/small/84588094.jpg,,,,None,None,None,None,None,None,None,15.0,15,COLLIN,False
3371,,Feature,Balloon Fiesta,Rio Rancho,New Mexico,-106.596287525,35.1969743871,1,http://mw2.google.com/mw-panoramio/photos/small/27662491.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANDOVAL,False
3372,,Feature,Dawn Patrol,Rio Rancho,New Mexico,-106.59680406,35.1958745929,2,http://mw2.google.com/mw-panoramio/photos/small/13101716.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANDOVAL,False
3373,,Feature,Mass Ascension,Rio Rancho,New Mexico,-106.597044439,35.196495799,3,,,,,None,None,None,None,None,None,None,15.0,15,SANDOVAL,False
3374,,Feature,Balloons in the Sky,Rio Rancho,New Mexico,-106.596488756,35.1966633588,4,https://farm1.staticflickr.com/660/21789531708_479906a81d_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANDOVAL,False
3375,,Feature,Glaucous Gull,Rio Rancho,New Mexico,-106.644228125,35.1942381683,5,,,,,None,None,None,None,None,None,None,15.0,15,SANDOVAL,False
3376,1 hour,Feature,Piedras Marcadas,Rio Rancho,New Mexico,-106.691326633,35.1874682204,6,,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,SANDOVAL,False
3377,,Feature,Streak-backed Oriole,Yuma,Arizona,-114.61314227,32.7254284286,1,,,,,None,None,None,None,None,None,None,15.0,15,YUMA,False
3378,,Feature,Little Saigon,Westminster,California,-117.968607133,33.744050379,1,http://mw2.google.com/mw-panoramio/photos/small/33204326.jpg,4.0,80.0,1.0,No,15 min,Neighborhoods,None,None,15,15,15.0,15,ORANGE,False
3379,,Feature,Provo Temple,Orem,Utah,-111.640711365,40.2633882503,1,http://mw2.google.com/mw-panoramio/photos/small/28434717.jpg,,,,None,None,None,None,None,None,None,15.0,15,UTAH,False
3380,,Feature,Lavell Edwards Stadium,Orem,Utah,-111.655553909,40.257476047,2,http://mw2.google.com/mw-panoramio/photos/small/3108643.jpg,,,,None,None,None,None,None,None,None,15.0,15,UTAH,False
3381,,Feature,Marblehead Light,Lynn,Massachusetts,-70.8336437032,42.5055262647,1,http://mw2.google.com/mw-panoramio/photos/small/36540958.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3382,,Feature,Marblehead,Lynn,Massachusetts,-70.83381273,42.5051510736,2,http://mw2.google.com/mw-panoramio/photos/small/88831005.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3383,,Feature,Revere Beach,Lynn,Massachusetts,-70.9909131058,42.4079156081,3,http://mw2.google.com/mw-panoramio/photos/small/81548851.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3384,,Feature,Chandler Hovey Park,Lynn,Massachusetts,-70.8338068,42.5052725005,4,http://mw2.google.com/mw-panoramio/photos/small/51488935.jpg,,,,None,None,None,None,None,None,None,45.0,30,ESSEX,False
3385,,Feature,Marblehead Harbor,Lynn,Massachusetts,-70.8335574,42.5055483002,5,http://mw2.google.com/mw-panoramio/photos/small/7386218.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3386,3 hours,Feature,Saugus Iron Works,Lynn,Massachusetts,-71.0078014427,42.4690720279,6,http://mw2.google.com/mw-panoramio/photos/small/98109483.jpg,,,,None,None,None,180.0,90.0,None,None,180.0,90.0,ESSEX,False
3387,,Feature,Fort Sewall,Lynn,Massachusetts,-70.8413587463,42.5086191837,7,http://mw2.google.com/mw-panoramio/photos/small/75226634.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3388,,Feature,Castle Rock,Lynn,Massachusetts,-70.8341324167,42.4993749167,8,http://mw2.google.com/mw-panoramio/photos/small/51488920.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3389,,Feature,Old Burial Hill,Lynn,Massachusetts,-70.846219,42.5105580006,9,http://mw2.google.com/mw-panoramio/photos/small/55213024.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
3390,,Feature,Sundial Bridge,Redding,California,-122.377463956,40.5925129892,1,http://mw2.google.com/mw-panoramio/photos/small/50365517.jpg,4.5,1011.0,1.0,No,15 min,Bridges,None,None,15,15,15.0,15,SHASTA,False
3391,,Feature,Sacramento River,Redding,California,-122.377569833,40.5923610842,2,http://mw2.google.com/mw-panoramio/photos/small/15045274.jpg,4.5,65.0,8.0,No,15 min,Bodies of Water,None,None,15,15,15.0,15,SHASTA,False
3392,,Feature,Turtle Bay,Redding,California,-122.377141403,40.5918926412,3,http://mw2.google.com/mw-panoramio/photos/small/105371947.jpg,4.5,322.0,3.0,No,15 min,Nature & Wildlife Areas,None,None,15,15,15.0,15,SHASTA,False
3393,,Feature,Thunderbird Lodge,Redding,California,-122.390826037,40.5860321492,4,http://mw2.google.com/mw-panoramio/photos/small/83163613.jpg,,,,None,None,None,None,None,None,None,15.0,15,SHASTA,False
3394,,Feature,Cascade Theater,Redding,California,-122.38980075,40.5820117085,5,http://mw2.google.com/mw-panoramio/photos/small/1312699.jpg,,,,None,None,None,None,None,None,None,15.0,15,SHASTA,False
3395,,Feature,Keswick Dam,Redding,California,-122.446293963,40.6115630748,6,http://mw2.google.com/mw-panoramio/photos/small/55721522.jpg,,,,None,None,None,None,None,None,None,15.0,15,SHASTA,False
3396,,Feature,Redding City Hall,Redding,California,-122.381495333,40.5739946672,7,http://mw2.google.com/mw-panoramio/photos/small/1406758.jpg,,,,None,None,None,None,None,None,None,15.0,15,SHASTA,False
3397,,Feature,Miami Beach,Miami Beach,Florida,-80.1285082194,25.7863812054,1,http://mw2.google.com/mw-panoramio/photos/small/92494496.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,30,30.0,15,MIAMI-DADE,False
3398,,Feature,Ocean Drive,Miami Beach,Florida,-80.1313147813,25.7772588034,2,http://mw2.google.com/mw-panoramio/photos/small/88112109.jpg,4.5,8227.0,7.0,No,15 min,Points of Interest & Landmarks,None,None,15,15,15.0,15,MIAMI-DADE,False
3399,,Feature,South Beach,Miami Beach,Florida,-80.130911525,25.7670673471,3,http://mw2.google.com/mw-panoramio/photos/small/79865861.jpg,4.5,14273.0,1.0,No,1-2 hours,Beaches,None,None,60.0,120.0,120.0,60.0,MIAMI-DADE,False
3400,,Feature,Collins Avenue,Miami Beach,Florida,-80.1306938282,25.7862465922,4,http://mw2.google.com/mw-panoramio/photos/small/82605119.jpg,4.5,3833.0,8.0,No,1-2 hours,Points of Interest & Landmarks,None,None,60.0,120.0,120.0,60.0,MIAMI-DADE,False
3401,15 min to 1.5 hr,Feature,South Pointe Park,Miami Beach,Florida,-80.1316604101,25.7648031189,5,http://mw2.google.com/mw-panoramio/photos/small/24217497.jpg,4.5,1985.0,3.0,No,15 min,Piers & Boardwalks,90.0,30,30,60,90.0,30,MIAMI-DADE,False
3402,,Feature,Colony Hotel,Miami Beach,Florida,-80.1312953043,25.7773974674,6,http://mw2.google.com/mw-panoramio/photos/small/64419050.jpg,,,,None,None,None,None,None,None,None,15.0,15,MIAMI-DADE,False
3403,,Feature,Art Deco,Miami Beach,Florida,-80.1309409328,25.7789751764,7,http://mw2.google.com/mw-panoramio/photos/small/24826263.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,MIAMI-DADE,False
3404,25 min to 2 hr,Feature,Lincoln Road,Miami Beach,Florida,-80.1331085944,25.7906714075,8,http://mw2.google.com/mw-panoramio/photos/small/56524661.jpg,4.5,12239.0,4.0,No,2-3 hours,Historic Walking Areas,120.0,30,120.0,180.0,120.0,30,MIAMI-DADE,False
3405,,Feature,Breakwater Hotel,Miami Beach,Florida,-80.1307594171,25.7798747058,9,http://mw2.google.com/mw-panoramio/photos/small/69438103.jpg,,,,None,None,None,None,None,None,None,15.0,15,MIAMI-DADE,False
3406,,Feature,Miami Beach Marina,Miami Beach,Florida,-80.140412915,25.7709016864,10,http://mw2.google.com/mw-panoramio/photos/small/92851809.jpg,4.5,95.0,25.0,No,<1 hour,Marinas,None,None,30,60,60.0,30,MIAMI-DADE,False
