,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
83,83.0,Lower White River Museum State Park,2009 Main St,Des Arc,AR,Arkansas,72040-3135,United States,"2009 Main St, Des Arc, AR, 72040-3135, United States",,,4,4.0,1,"Specialty Museums, Museums",,NO,"Here you'll understand the role of Arkansas's White River, with emphasis on the Lower White, as one of the vital transportation routes for the first settlers who arrived in the Arkansas frontier. Artifacts and state-of-the art exhibits tell the story of the river's influence on settlements established along its banks and their subsequent commerce rooted in hunting and fishing, and expanded into agriculture, shelling, and timber."
84,84.0,Mammoth Spring State Park,U.S. 63,Mammoth Spring,AR,Arkansas,72554,United States,"U.S. 63, Mammoth Spring, AR, 72554, United States",,,151,4.5,1,"State Parks, Nature & Parks",,NO,State park featuring Arkansas' largest spring with a flow of 9 millions gallons of water hourly.
85,85.0,Davidsonville Historic State Park,7953 Highway 166 S,Pocahontas,AR,Arkansas,72455-7039,United States,"7953 Highway 166 S, Pocahontas, AR, 72455-7039, United States",,,9,4.5,2,"State Parks, Nature & Parks",,NO,"This park preserves the site of historic Davidsonville. Established in 1815, the town included the Arkansas Territory's first post office, courthouse, and land office. Bypassed by the Southwest Trail, an overland route from St. Louis to the border of Mexico, the town faded by the 1830s. Archeological excavations here are uncovering remarkable finds of streets, foundations, and objects that tell a fascinating story of life on the Arkansas frontier following the Louisiana Purchase. Park exhibits and interpretive tours provide information about this important frontier town.Fishing is a major activity here today. The park borders the Black River (boat launch ramp) and a 12-acre fishing lake (no launch ramp) with barrier-free fishing pier. Anglers can also choose from the nearby Spring and Eleven Point rivers. Rental fishing boats (trolling motors only), pedal boats, canoes, and kayaks are available in the park.Facilities include 49 campsites (one Class A, 23 Class B and 25 Tent Sites), picnic areas, two standard pavilions (screened), playgrounds, four hiking trails including a self-guided walking trail though the historic town site, and a visitor center with exhibits and a gift shop.From Pocahontas, travel two miles west on U.S. 62, then go nine miles south on Ark. 166. Or from Black Rock, take U.S. 63 to Ark. 361, then go six miles north."
86,86.0,Millwood State Park,1564 Highway 32 E,Ashdown,AR,Arkansas,71822-8431,United States,"1564 Highway 32 E, Ashdown, AR, 71822-8431, United States",,,11,3.5,1,"State Parks, Nature & Parks",,NO,
87,87.0,Mississippi River State Park,2955 Highway 44,Marianna,AR,Arkansas,72360-8067,United States,"2955 Highway 44, Marianna, AR, 72360-8067, United States",,,10,4.5,1,"Forests, Bodies of Water, Outdoor Activities, Nature & Parks, State Parks, Hiking Trails, Nature & Wildlife Areas",,NO,
88,88.0,Moro Bay State Park,6071 Hwy 15 South,Jersey,AR,Arkansas,71651,United States,"6071 Hwy 15 South, Jersey, AR, 71651, United States",,,47,4.5,1,"State Parks, Nature & Parks",,NO,
89,89.0,Mount Magazine State Park,16878 Highway 309 South,Paris,AR,Arkansas,72855,United States,"16878 Highway 309 South, Paris, AR, 72855, United States",,,263,4.5,1,"Hiking Trails, Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, State Parks",,NO,"High atop 2,753-foot Mount magazine, the state's tallest mountain, this scenic Arkansas state park was developed in the Mount Magazine Ranger District of the Ozark-St. Francis National Forest through a special use permit from the U.S. Forest Service. Sweeping vistas of broad river valleys, deep canyons, and distant mountains welcome outdoor enthusiasts to Arkansas's high point.
                  

                   This is a place to enjoy sightseeing, exploring the mountain and nature study. The park is a destination for outdoor sports and extreme adventure enthusiasts that offers rock climbing, rappelling, hang-gliding, mountain biking, horseback riding, backpacking, and ATV adventure. An ATV guide service is available. The park also offers overlooks, hiking trails, a picnic area with restrooms, pavilion, and a visitor center with an exhibit gallery and gift shop. The park offers 18 campsites (two Class AAA and 16 Class AA with tent only options).
                  

                   The Lodge features 60 guest rooms, a restaurant, conference center, business center, indoor heated swimming pool, fitness center and game room.
                  

                   Thirteen fully equipped cabins share the same bluff and seeping views of the valley as the lodge."
90,90.0,Mount Nebo State Park,16728 W State Highway 155,Dardanelle,AR,Arkansas,72834,United States,"16728 W State Highway 155, Dardanelle, AR, 72834, United States",,,146,4.5,1,"State Parks, Nature & Parks",,NO,
91,91.0,Ozark Folk Center State Park,1032 Park Ave,Mountain View,AR,Arkansas,72560-6008,United States,"1032 Park Ave, Mountain View, AR, 72560-6008, United States",,,286,4.5,2,"State Parks, Theaters, Concerts & Shows, Museums, Nature & Parks, Specialty Museums",,NO,"The Ozark Folk Center is a people place,dedicated to the preservation and perpetuation of traditional Ozark Mountain crafts and music.Visitors can see presentations and demonstrations of the Ozark crafts and music, living history enactments and other special events that highlight this lifestyle. Apprentice and workshop programs pass these skills of the Ozark people to a new generation.As you visit the Folk Center, make your first stop the General Store near the parking lot. From here,buses will take you to the top of the Folk Center's hill to the Ozark Folk Center Theater and the Crafts Village.
                  

                   Stay in one of The Cabins and Dry Creek (60 units) The center also offers a restaurant, the Smokehouse in the Craft Village, conference/meeting facilities for groups large and small and specializes in business retreats and family reunions."
92,92.0,Auburn State Recreation Area,501 El Dorado St,Auburn,CA,California,95603-4949,United States,"501 El Dorado St, Auburn, CA, 95603-4949, United States",,,22,4.5,5,"Nature & Wildlife Areas, Nature & Parks",,NO,
93,93.0,Silver Springs State Park,5656 E Silver Springs Blvd,Silver Springs,FL,Florida,34488-1874,United States,"5656 E Silver Springs Blvd, Silver Springs, FL, 34488-1874, United States",,,1193,4.0,1,"Bodies of Water, State Parks, Nature & Parks, Nature & Wildlife Areas",,NO,
94,94.0,Point Lobos State Reserve,Route 1,Carmel,CA,California,93923,United States,"Route 1, Carmel, CA, 93923, United States",,,3467,5.0,1,"Beaches, Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, State Parks, Hiking Trails",,NO,"Watch whales in winter and sea lions all year round at this Bay Area nature reserve, which offers hiking, walking, bird watching, scuba diving and magnificent views."
95,95.0,Anderson Lake County Park,18295 Cochrane Rd,Santa Clara,CA,California,95037-9304,United States,"18295 Cochrane Rd, Santa Clara, CA, 95037-9304, United States",,,7,4.0,16,Nature & Parks,,NO,
96,96.0,Andrew Molera State Park,Cabrillo Hwy,Big Sur,CA,California,93920,United States,"Cabrillo Hwy, Big Sur, CA, 93920, United States",,,157,4.0,10,"State Parks, Nature & Parks",,NO,This large park has a diverse range of trails that run along the Big Sur River or out to the coast.
97,97.0,Angel Island State Park,Pier 41,San Francisco,CA,California,94109,United States,"Pier 41, San Francisco, CA, 94109, United States",,,717,4.5,32,"State Parks, Nature & Parks",,NO,"The largest island in San Francisco Bay features magnificent views of Marin County and San Francisco, while offering a wide variety of recreation for outdoor enthusiasts."
98,98.0,Annadel State Park,6201 Channel Dr,Santa Rosa,CA,California,95409-5701,United States,"6201 Channel Dr, Santa Rosa, CA, 95409-5701, United States",,,140,4.5,8,"State Parks, Nature & Parks",,NO,
99,99.0,Ahupua'a O Kahana State Park,55-222 Kamehameha Highway,Kaaawa,HI,Hawaii,,United States,"55-222 Kamehameha Highway, Kaaawa, HI, , United States",,,13,4.5,2,"State Parks, Nature & Parks",,NO,
100,100.0,Antelope Valley California Poppy Reserve,15101 Lancaster Rd,Lancaster,CA,California,93536-9733,United States,"15101 Lancaster Rd, Lancaster, CA, 93536-9733, United States",,,136,4.5,3,"Gardens, Nature & Parks",,NO,"More than 1,700 acres of poppy fields and lined with trails featuring a variety of flowers."
101,101.0,Antelope Valley Indian Museum,15701 E Avenue M,Lancaster,CA,California,93535-7059,United States,"15701 E Avenue M, Lancaster, CA, 93535-7059, United States",,,25,4.5,8,"Specialty Museums, Museums",,NO,
102,102.0,Anza-Borrego Desert State Park,200 Palm Canyon Dr,Borrego Springs,CA,California,92004-5005,United States,"200 Palm Canyon Dr, Borrego Springs, CA, 92004-5005, United States",,,678,4.5,1,"Deserts, Scenic Drives, Outdoor Activities, Sights & Landmarks, Nature & Parks, State Parks",,NO,The largest state park in California is home to amazing flowers and plants which bloom in the early spring.
103,103.0,Armstrong Redwood State Reserve,17020 Armstrong Woods Rd,Guerneville,CA,California,95446-9587,United States,"17020 Armstrong Woods Rd, Guerneville, CA, 95446-9587, United States",,,1025,5.0,1,"Nature & Wildlife Areas, State Parks, Nature & Parks",,NO,
104,104.0,Arthur Newman Theatre,73750 Catalina Way,Palm Desert,CA,California,92260-2906,United States,"73750 Catalina Way, Palm Desert, CA, 92260-2906, United States",,,9,5.0,29,"Theaters, Concerts & Shows",,NO,
105,105.0,Asilomar State Beach,800 Asilomar Blvd,Pacific Grove,CA,California,93950-3704,United States,"800 Asilomar Blvd, Pacific Grove, CA, 93950-3704, United States",,,760,5.0,2,"Beaches, State Parks, Nature & Parks, Outdoor Activities",,NO,"The name of this State Beach means ""a refuge by the sea,"" which describes the breathtaking views of forest, surf and sand on more than 105 secluded acres of scenic forest and sand dunes."
106,106.0,Castle Rock Regional Recreation Area,1700 Castle Rock Rd,Walnut Creek,CA,California,94598-5100,United States,"1700 Castle Rock Rd, Walnut Creek, CA, 94598-5100, United States",,,5,4.5,5,"Other Outdoor Activities, Outdoor Activities",,NO,
107,107.0,Torrey Pines State Natural Reserve,Coast Highway 101,San Diego,CA,California,92037,United States,"Coast Highway 101, San Diego, CA, 92037, United States",,,2744,4.5,5,"Hiking Trails, Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, State Parks",,NO,"Although this park is located within San Diego's city limits, it remains one of the wildest landscapes along the Southern California coast, with miles of unspoiled beaches, chaparral, elegant Torrey Pine trees and a lagoon vital to many species of migrating birds."
108,108.0,Bale Grist Mill State Historic Park,3369 St Helena Hwy No.( Highway 29),St. Helena,CA,California,94574,United States,"3369 St Helena Hwy No.( Highway 29), St. Helena, CA, 94574, United States",,,66,4.5,30,"Points of Interest & Landmarks, Architectural Buildings, Sights & Landmarks, Nature & Parks, Historic Sites, State Parks",,NO,"Built in 1846, this water-powered mill served Napa Valley's farmers who brought their wheat grain and dried corn to the mill to be ground into flour and meal. Bale Grist Mill has one of the largest waterwheels in the country and still mills grain the old-fashioned way! Visitors can take home organic wheat flour, cornmeal or polenta. Come enjoy what was once a vital part of rural life!"
109,109.0,Bean Hollow State Beach,11000 Cabrillo Hwy,Pescadero,CA,California,94060-9763,United States,"11000 Cabrillo Hwy, Pescadero, CA, 94060-9763, United States",,,55,4.5,4,"Beaches, Outdoor Activities, Nature & Parks",,NO,"Located on the scenic San Mateo Coast, this popular beach features a self-guided nature trail plus many opportunities for fishing, picnicking and beachcombing."
110,110.0,Lake Perris State Recreation Area,17801 Lake Perris Dr,Perris,CA,California,92571-8400,United States,"17801 Lake Perris Dr, Perris, CA, 92571-8400, United States",,,9,3.5,5,"State Parks, Nature & Parks",,NO,
111,111.0,Benicia State Capitol and Historical Park,,Benicia,CA,California,,United States,", Benicia, CA, , United States",,,54,4.5,1,"Historic Sites, State Parks, Nature & Parks, Sights & Landmarks",,NO,Park houses the Fischer-Hanlon house and the one time California State Capitol building.
112,112.0,Benicia State Recreation Area,1 State Park Rd,Benicia,CA,California,94510-3619,United States,"1 State Park Rd, Benicia, CA, 94510-3619, United States",,,50,4.0,2,Nature & Parks,,NO,
113,113.0,San Luis Reservoir State Recreation Area,31426 Gonzaga Rd,Gustine,CA,California,95322-9737,United States,"31426 Gonzaga Rd, Gustine, CA, 95322-9737, United States",,,27,4.0,1,"Nature & Wildlife Areas, Nature & Parks",,NO,
114,114.0,Bidwell Mansion,525 Esplanade,Chico,CA,California,95926-3901,United States,"525 Esplanade, Chico, CA, 95926-3901, United States",,,131,4.5,4,"Historic Sites, Sights & Landmarks",,NO,
115,115.0,Bidwell-Sacramento River State Park,12161 River Rd,Chico,CA,California,95973-8904,United States,"12161 River Rd, Chico, CA, 95973-8904, United States",,,2,5.0,17,"Nature & Wildlife Areas, State Parks, Nature & Parks",,NO,
116,116.0,Big Basin Redwoods State Park,21600 Big Basin Way,Boulder Creek,CA,California,95006-9063,United States,"21600 Big Basin Way, Boulder Creek, CA, 95006-9063, United States",,,465,4.5,1,"Beaches, State Parks, Nature & Parks, Outdoor Activities",,NO,"Towering redwoods meet the sandy beach, offering something outdoorsy for everyone."
117,117.0,Bodie State Historic Park,Bodie Rd.,Bridgeport,CA,California,93517,United States,"Bodie Rd., Bridgeport, CA, 93517, United States",,,844,4.5,1,"Ghost Towns, State Parks, Nature & Parks, Sights & Landmarks",,NO,
118,118.0,Bolsa Chica State Beach,Pacific Coast Highway,Huntington Beach,CA,California,,United States,"Pacific Coast Highway, Huntington Beach, CA, , United States",,,126,4.0,8,"Beaches, Outdoor Activities, Nature & Parks",,NO,
119,119.0,Border Field State Park,,San Diego,CA,California,,United States,", San Diego, CA, , United States",,,30,4.0,163,"State Parks, Nature & Parks",,NO,
120,120.0,Bothe-Napa State Park,3801 Saint Helena Hwy,Calistoga,CA,California,94515-9652,United States,"3801 Saint Helena Hwy, Calistoga, CA, 94515-9652, United States",,,97,4.0,13,"State Parks, Nature & Wildlife Areas, Nature & Parks",,NO,"Located in beautiful Napa Valley wine country, Bothe-Napa Valley offers year-round camping for tents, RVs, bikes, walk-ins and now YURTS! Day visitors enjoy picnicking, hiking trails and a seasonal swimming pool. Large picnic grounds are available for group events. Stop in at our Visitor Center in the 1860s Tucker House, and learn about the park's first homestead families - trail maps available. Hikes range from easy, shady strolls in the redwoods to longer hikes up to Coyote Peak with great views of the valley. Or, take a hike on the History Trail past the historic Pioneer Cemetery and on to our sister park, the Bale Grist Mill, where you can take a tour of an operating water powered mill built in 1846 that still grinds grain on the original stones!"
